City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
272,hamilton,39.1834,-84.5333,18.82,69,75,2.06,US,1698212886
273,new norfolk,-42.7826,147.0587,10.51,72,99,4.74,AU,1698212886
274,kogalym,62.2654,74.4791,-3.68,95,97,1.95,RU,1698212830
275,superior,46.7208,-92.1041,10.95,92,100,7.2,US,1698212886
276,rongelap,11.1635,166.8941,28.43,78,62,6.5,MH,1698212886
277,lupane,-18.9315,27.807,31.68,28,0,2.23,ZW,1698212886
278,sinabang,2.4803,96.3801,25.97,84,99,1.63,ID,1698212886
279,buriti dos lopes,-3.175,-41.8669,23.47,84,62,2.86,BR,1698212887
280,almeirim,-1.5233,-52.5817,24.24,82,53,1.53,BR,1698212887
281,lepsy,46.235,78.9456,15.21,37,11,1.87,KZ,1698212887
282,rakops,-21.0167,24.3333,29.2,13,0,4.74,BW,1698212635
283,port hedland,-20.3167,118.5667,39.03,19,0,7.2,AU,1698212635
284,vesoul,47.5833,5.8333,10.6,86,94,7.27,FR,1698212887
285,argo,37.6333,22.7333,21.12,55,83,0.76,GR,1698212887
286,petropavlovsk-kamchatsky,53.0452,158.6483,5.33,58,75,3.0,RU,1698212888
287,ulanhot,46.0833,122.0833,18.35,24,21,6.72,CN,1698212888
288,tadine,-21.55,167.8833,21.66,90,100,7.94,NC,1698212888
289,bandarbeyla,9.4942,50.8122,28.82,72,42,3.76,SO,1698212636
290,vadso,70.0744,29.7487,-2.91,80,20,5.66,NO,1698212888
291,pechora,65.1472,57.2244,-5.64,90,97,3.13,RU,1698212888
292,gadzhiyevo,69.2551,33.3362,-2.23,93,97,2.0,RU,1698212637
293,iqaluit,63.7506,-68.5145,-1.15,74,75,2.57,CA,1698212889
294,shetpe,44.1667,52.1167,11.85,59,100,5.53,KZ,1698212889
295,freetown,8.484,-13.2299,24.57,88,100,4.84,SL,1698212625
296,tritenii de jos,46.5833,24.0,13.77,64,100,1.72,RO,1698212889
297,kapuskasing,49.4169,-82.4331,6.05,100,100,3.6,CA,1698212889
298,tera,14.0078,0.7531,26.36,22,4,3.01,NE,1698212638
299,eureka,40.8021,-124.1637,12.08,92,97,0.45,US,1698212870
300,arno,60.1167,18.6333,2.1,76,83,4.97,SE,1698212889
301,buala,-8.145,159.5921,28.38,77,76,2.83,SB,1698212890
302,tolanaro,-25.0319,46.9987,28.04,65,20,5.14,MG,1698212890
303,labrador city,52.9463,-66.9114,1.95,87,100,4.63,CA,1698212714
304,wailea,19.8858,-155.123,25.57,87,100,1.54,US,1698212890
305,chadan,51.2833,91.5833,5.85,33,75,1.72,RU,1698212890
306,iskateley,67.6803,53.1512,-1.1,90,96,7.15,RU,1698212890
307,albertina,-22.2008,-46.6158,19.06,95,98,2.21,BR,1698212890
308,bella vista,36.4295,-94.2316,22.38,75,75,9.77,US,1698212834
309,awjilah,29.1081,21.2869,23.29,33,0,2.16,LY,1698212891
310,salinas,36.6777,-121.6555,15.04,90,100,2.57,US,1698212628
311,byerazino,53.8391,28.9879,5.92,89,100,4.86,BY,1698212891
312,nouadhibou,20.931,-17.0347,22.99,64,16,7.2,MR,1698212891
313,saudarkrokur,65.7461,-19.6394,1.18,76,100,0.99,IS,1698212891
314,morant bay,17.8815,-76.4093,28.79,83,65,4.97,JM,1698212639
315,nar'yan-mar,67.6713,53.087,-1.05,90,96,7.15,RU,1698212640
316,riohacha,11.5444,-72.9072,26.66,84,71,1.08,CO,1698212640
317,pestovo,58.5938,35.8024,-1.87,87,8,1.26,RU,1698212892
318,lompoc,34.6391,-120.4579,15.56,87,100,2.57,US,1698212703
319,muscatine,41.4667,-91.1335,18.39,58,100,5.7,US,1698212892
320,sangareddi,17.6294,78.0917,29.18,36,32,4.3,IN,1698212640
321,hithadhoo,-0.6,73.0833,27.24,81,15,7.36,MV,1698212892
322,thurso,58.5927,-3.5259,9.14,88,92,9.65,GB,1698212640
323,augusta,48.3667,10.8833,7.78,100,0,2.57,DE,1698212892
324,chernigovka,44.3389,132.5728,16.41,35,8,1.87,RU,1698212892
325,merizo village,13.2658,144.6691,31.1,89,36,2.54,GU,1698212893
326,sidi ifni,29.3797,-10.173,16.86,80,25,2.66,MA,1698212893
327,yarega,63.4354,53.5765,-5.07,82,13,3.66,RU,1698212641
328,victorica,-36.2151,-65.4359,14.57,65,87,1.58,AR,1698212893
329,antonio enes,-16.2325,39.9086,29.28,54,0,5.65,MZ,1698212893
330,usinsk,65.9939,57.5281,-11.07,94,66,4.47,RU,1698212641
331,zakamensk,50.3741,103.2863,5.47,30,95,1.85,RU,1698212893
332,wurtulla,-26.7568,153.1256,28.5,75,0,5.36,AU,1698212893
333,atafu village,-8.5421,-172.5159,29.3,73,8,6.5,TK,1698212894
334,tombodu,8.1333,-10.6167,21.59,99,100,0.51,SL,1698212894
335,puerto deseado,-47.7503,-65.8938,10.84,57,30,4.66,AR,1698212642
336,berezovyy,51.6667,135.7,7.6,46,30,1.45,RU,1698212894
337,clarkston heights-vineland,46.3874,-117.083,7.47,86,100,3.09,US,1698212894
338,mpika,-11.8343,31.4529,26.22,37,41,2.96,ZM,1698212894
339,ladispoli,41.9537,12.0735,20.96,67,83,6.98,IT,1698212894
340,erenhot,43.6475,111.9767,13.91,35,4,3.67,CN,1698212894
341,jahanian shah,31.8055,72.2771,30.21,22,0,0.96,PK,1698212643
342,san juan,-31.5375,-68.5364,16.47,65,21,5.57,AR,1698212713
343,jacobina,-11.1806,-40.5183,20.29,89,41,1.19,BR,1698212895
344,mormugao,15.4,73.8,32.59,38,20,2.57,IN,1698212895
345,amos,48.5669,-78.1162,8.76,99,100,0.32,CA,1698212895
346,ca mau,9.1769,105.15,30.99,67,99,2.7,VN,1698212895
347,razole,16.4833,81.8333,33.12,47,17,0.69,IN,1698212895
348,bokhan,53.153,103.7714,4.3,35,54,4.99,RU,1698212895
349,savanna-la-mar,18.219,-78.1332,27.97,88,76,2.62,JM,1698212896
350,la gi,10.6667,107.7833,29.23,72,79,2.84,VN,1698212896
351,manay,7.215,126.5397,29.63,72,91,1.47,PH,1698212896
352,lenino,45.2986,35.7771,14.65,62,100,3.93,UA,1698212896
353,shingu,33.7333,135.9833,19.3,77,1,0.36,JP,1698212896
354,bowen,-20.0167,148.2333,25.13,65,0,5.63,AU,1698212645
355,mili,6.0815,171.735,29.2,71,27,4.57,MH,1698212896
356,macau,22.2006,113.5461,33.25,74,20,3.6,MO,1698212896
357,north battleford,52.7834,-108.2847,-9.95,67,0,4.12,CA,1698212645
358,gornesti,46.6713,24.6476,12.66,70,100,2.0,RO,1698212646
359,flin flon,54.7682,-101.865,-4.9,62,49,2.92,CA,1698212897
360,bac lieu,9.285,105.7244,30.72,64,91,2.92,VN,1698212646
361,bagua grande,-5.7561,-78.4411,24.1,79,46,1.28,PE,1698212897
362,miyaly,48.8844,53.7836,6.27,68,93,7.83,KZ,1698212646
363,cabo san lucas,22.8909,-109.9124,24.17,70,9,4.47,MX,1698212285
364,boundiali,9.5217,-6.4869,22.21,89,64,1.54,CI,1698212897
365,taulaga,-11.0553,-171.0883,28.7,71,95,8.21,AS,1698212898
366,khanty-mansiysk,61.0042,69.0019,-1.94,74,40,2.0,RU,1698212662
367,ruston,32.5232,-92.6379,20.9,78,0,3.09,US,1698212898
368,olyokminsk,60.3736,120.4264,0.29,65,100,4.47,RU,1698212647
369,bakanas,44.8081,76.2772,15.87,37,11,1.74,KZ,1698212899
370,trenggalek,-8.05,111.7167,31.89,53,47,4.34,ID,1698212647
371,tyukhtet,56.5389,89.3011,2.38,94,100,7.42,RU,1698212899
372,ebersbach an der fils,48.716,9.5236,10.26,92,64,2.26,DE,1698212899
373,dubbo,-32.25,148.6167,23.07,17,29,7.72,AU,1698212899
374,irbit,57.6705,63.071,-0.79,61,100,3.55,RU,1698212899
375,san fernando,15.0286,120.6898,32.85,65,92,1.25,PH,1698212899
376,garissa,-0.4536,39.6401,28.79,62,100,5.66,KE,1698212899
377,sankheda,22.1667,73.5833,30.88,32,16,0.55,IN,1698212900
378,quellon,-43.1167,-73.6167,5.82,92,7,2.21,CL,1698212900
379,villa gesell,-37.2639,-56.973,9.34,86,1,5.2,AR,1698212648
380,vitoria do mearim,-3.4622,-44.8706,22.98,91,43,1.12,BR,1698212900
381,kununurra,-15.7667,128.7333,40.99,22,20,3.09,AU,1698212900
382,crane,31.3974,-102.3501,21.59,82,0,7.54,US,1698212901
383,kone,-21.0595,164.8658,23.49,82,92,3.15,NC,1698212901
384,antsiranana,-12.2787,49.2917,29.42,61,40,3.09,MG,1698212762
385,rielasingen-worblingen,47.7347,8.8401,10.11,87,75,0.61,DE,1698212901
386,horseheads,42.167,-76.8205,13.53,87,0,0.0,US,1698212887
387,strathalbyn,-35.2667,138.9,15.04,74,99,8.34,AU,1698212650
388,zarichne,51.8126,26.129,9.66,89,100,5.58,UA,1698212650
389,ghanzi,-21.5667,21.7833,26.09,10,0,7.52,BW,1698212901
390,bontang,0.1333,117.5,28.86,71,58,4.77,ID,1698212901
391,piton saint-leu,-21.2196,55.3151,27.44,61,0,3.6,RE,1698212902
392,okondja,-0.6549,13.6753,21.83,100,100,0.8,GA,1698212902
393,laguna,38.421,-121.4238,18.38,77,0,3.6,US,1698212902
394,bafra,41.5678,35.9069,20.95,63,7,2.67,TR,1698212902
395,baker city,44.7749,-117.8344,4.8,95,100,1.46,US,1698212840
396,la punta,-33.1837,-66.3127,14.12,79,82,0.82,AR,1698212902
397,nuuk,64.1835,-51.7216,-1.66,69,75,1.54,GL,1698212902
398,katutura,-22.521,17.0557,25.5,18,0,3.09,NA,1698212903
399,black point,-34.6187,137.8972,14.17,42,96,10.96,AU,1698212651
400,kem',64.9555,34.5793,-2.1,92,20,3.41,RU,1698212903
401,pembroke,45.8168,-77.1162,9.54,90,100,1.86,CA,1698212903
402,kidal,18.4411,1.4078,25.17,12,100,4.46,ML,1698212903
403,drochia,48.035,27.8161,14.33,83,100,5.69,MD,1698212903
404,novosokol'niki,56.3463,30.1578,1.47,91,99,3.49,RU,1698212903
405,wickenburg,33.9686,-112.7296,19.14,41,0,0.8,US,1698212652
406,sherbakul',54.6316,72.3963,5.15,66,100,8.01,RU,1698212904
407,juegang,32.3174,121.1855,23.54,63,100,2.58,CN,1698212904
408,byakabanda,-0.7425,31.4064,23.51,65,97,1.54,UG,1698212904
409,port-gentil,-0.7193,8.7815,24.43,88,100,1.72,GA,1698212652
410,selkirk,50.1436,-96.8845,1.76,84,100,2.24,CA,1698212904
411,colombo,6.9319,79.8478,29.97,68,42,1.8,LK,1698212904
412,el calafate,-50.3408,-72.2768,5.39,74,81,1.79,AR,1698212904
413,westport,41.1415,-73.3579,13.79,87,8,1.79,US,1698212905
414,laminusa,5.5549,120.9136,29.12,68,64,2.52,PH,1698212905
415,agadez,19.75,10.25,22.23,21,0,3.82,NE,1698212905
416,osorno,-40.5667,-73.15,7.17,81,0,1.54,CL,1698212618
417,fyodorovka,53.6314,62.7078,7.63,93,100,7.37,KZ,1698212905
418,haiku-pauwela,20.9219,-156.3051,24.59,86,40,3.09,US,1698212906
419,kourou,5.1552,-52.6478,26.03,80,62,4.3,GF,1698212655
420,ciudad bolivar,8.1222,-63.5497,26.5,81,81,3.27,VE,1698212906
421,richards bay,-28.783,32.0377,21.4,67,28,5.36,ZA,1698212907
422,aykhal,66.0,111.5,-7.94,91,96,8.74,RU,1698212907
423,nadi,-17.8,177.4167,28.0,69,75,4.63,FJ,1698212907
424,villa comaltitlan,15.2167,-92.5833,25.12,89,100,1.38,MX,1698212907
425,malabar,-33.9667,151.25,25.56,67,75,6.17,AU,1698212907
426,ghat,24.9647,10.1728,24.59,21,2,1.33,LY,1698212908
427,dawei,14.0833,98.2,29.04,79,100,1.25,MM,1698212908
428,najran,17.4924,44.1277,24.36,54,5,2.48,SA,1698212908
429,le port,-20.9373,55.2919,29.38,81,9,4.46,RE,1698212908
430,sao raimundo das mangabeiras,-7.0219,-45.4811,24.47,72,4,0.98,BR,1698212908
431,tosontsengel,48.7567,98.2839,6.03,22,75,3.41,MN,1698212908
432,polyarnyy,69.1989,33.4478,-1.45,92,98,1.76,RU,1698212908
433,port-vila,-17.7338,168.3219,24.78,88,100,8.75,VU,1698212909
434,pantay na matanda,14.1175,121.1211,32.58,66,96,2.36,PH,1698212909
435,santanyi,39.3546,3.1291,19.66,64,82,10.83,ES,1698212909
436,san julian,21.0167,-102.1667,13.89,74,85,1.49,MX,1698212657
437,idri,27.5,13.2667,23.3,26,18,2.48,LY,1698212909
438,opuwo,-18.0607,13.84,25.32,23,7,0.73,NA,1698212909
439,ironwood,46.4547,-90.171,9.2,100,100,2.57,US,1698212909
440,lijiang,26.8688,100.2207,15.43,71,99,2.31,CN,1698212910
441,baki,-7.6128,110.7839,36.06,34,54,3.38,ID,1698212910
442,khash,28.2211,61.2158,24.19,38,32,4.64,IR,1698212910
443,ponta delgada,37.7333,-25.6667,20.4,94,20,8.23,PT,1698212867
444,yanahuanca,-10.5167,-76.4986,4.77,86,90,0.91,PE,1698212910
445,la toma,-33.0526,-65.6238,12.76,85,84,1.8,AR,1698212910
446,fort-shevchenko,44.5086,50.263,12.75,63,91,2.51,KZ,1698212910
447,ermoupolis,37.4423,24.9425,22.16,94,20,1.03,GR,1698212910
448,taltal,-25.4,-70.4833,15.78,80,2,2.07,CL,1698212420
449,xilin hot,43.9667,116.0333,10.27,35,28,6.01,CN,1698212911
450,rabo de peixe,37.8,-25.5833,19.73,94,20,8.23,PT,1698212911
451,cochrane,51.1834,-114.4687,-11.85,85,75,2.06,CA,1698212911
452,nchelenge,-9.3451,28.734,26.04,65,50,5.56,ZM,1698212659
453,teguise,29.0605,-13.564,18.12,68,40,2.57,ES,1698212911
454,gatton,-27.55,152.2833,35.91,18,8,3.16,AU,1698212659
455,kuala belait,4.5833,114.1833,31.09,67,42,3.21,BN,1698212912
456,callao,-12.0667,-77.15,19.84,88,75,3.6,PE,1698212912
457,carbondale,37.7273,-89.2168,20.16,57,0,4.63,US,1698212912
458,katsuura,35.1333,140.3,19.98,65,100,1.79,JP,1698212660
459,la paz,-16.5,-68.15,8.65,80,75,2.57,BO,1698212660
460,sinop,41.7711,34.8709,14.24,65,27,3.23,TR,1698212912
461,kirakira,-10.4544,161.9205,27.99,75,99,0.89,SB,1698212913
462,keningau,5.3378,116.1602,28.93,76,61,1.59,MY,1698212913
463,paita,-5.0892,-81.1144,20.14,86,65,3.9,PE,1698212913
464,urucui,-7.2294,-44.5561,23.85,81,10,0.71,BR,1698212913
465,kasongo-lunda,-6.4667,16.8167,21.94,95,81,0.21,CD,1698212913
466,el carril,-25.0741,-65.4917,17.47,91,100,1.35,AR,1698212913
467,porto novo,6.4965,2.6036,27.9,92,100,2.02,BJ,1698212764
468,namibe,-15.1961,12.1522,19.12,78,52,1.76,AO,1698212914
469,narail,23.1667,89.5,30.17,58,36,1.93,BD,1698212914
470,sept-iles,50.2001,-66.3821,7.0,84,75,2.06,CA,1698212914
471,ilebo,-4.3167,20.5833,22.75,94,99,0.32,CD,1698212661
472,bamboo flat,11.7,92.7167,31.05,70,75,1.03,IN,1698212914
473,mermoz boabab,14.7065,-17.4758,26.31,73,97,7.22,SN,1698212914
474,sao miguel do araguaia,-13.275,-50.1628,25.93,58,68,2.02,BR,1698212662
475,chinoz,40.9364,68.7697,21.95,27,41,2.83,UZ,1698212915
476,siquijor,9.2142,123.515,31.95,69,80,1.38,PH,1698212915
477,bairnsdale,-37.8333,147.6167,13.36,54,85,1.79,AU,1698212915
478,prado,-17.3411,-39.2208,22.56,85,53,5.65,BR,1698212915
479,selfoss,63.9331,-20.9971,6.14,80,100,4.02,IS,1698212915
480,bosaso,11.2842,49.1816,30.99,62,20,11.83,SO,1698212663
481,mocimboa,-11.3167,40.35,29.05,70,78,3.74,MZ,1698212915
482,dourados,-22.2211,-54.8056,21.36,93,88,1.59,BR,1698212808
483,carbonear,47.7332,-53.2148,5.9,89,8,5.19,CA,1698212915
484,uturoa,-16.7333,-151.4333,26.98,75,79,5.54,PF,1698212916
485,sal rei,16.1833,-22.9167,26.24,70,2,6.33,CV,1698212916
486,ryotsu-minato,38.0833,138.4333,18.97,61,93,1.36,JP,1698212916
487,ouro preto do oeste,-10.7481,-62.2158,25.73,67,83,1.44,BR,1698212664
488,ust'-kulom,61.6864,53.6902,-2.6,82,75,3.45,RU,1698212664
489,kawerau,-38.1,176.7,20.61,65,47,0.89,NZ,1698212917
490,lycksele,64.5954,18.6735,-2.07,93,100,3.09,SE,1698212917
491,natal,-5.795,-35.2094,23.12,88,20,1.54,BR,1698212917
492,naze,28.3667,129.4833,24.51,58,52,5.28,JP,1698212917
493,akureyri,65.6835,-18.0878,-4.04,93,0,0.0,IS,1698212917
494,tshikapa,-6.4167,20.8,24.07,82,95,0.89,CD,1698212917
495,ta`u,-14.2336,-169.5144,26.58,75,38,9.7,AS,1698212917
496,happy valley-goose bay,53.3168,-60.3315,6.17,61,75,4.12,CA,1698212665
497,gunnison,38.7,-107.0673,1.06,61,96,0.45,US,1698212918
498,twon-brass,4.3151,6.2418,24.9,79,100,1.42,NG,1698212665
499,santana do acarau,-3.4606,-40.2122,23.5,85,58,1.13,BR,1698212918
500,san luis de la loma,17.2706,-100.8939,25.96,84,100,3.76,MX,1698212918
501,beledweyne,4.7358,45.2036,29.81,59,16,5.34,SO,1698212918
502,sao jose da coroa grande,-8.8978,-35.1478,23.8,81,31,3.04,BR,1698212918
503,nguigmi,14.2495,13.1092,25.63,23,54,5.45,NE,1698212918
504,dalai,45.5,124.3,19.51,41,97,4.95,CN,1698212919
505,chunghwa,38.8639,125.8,21.96,47,0,3.53,KP,1698212919
506,banes,20.9625,-75.7186,25.98,77,50,6.7,CU,1698212919
507,hassi messaoud,31.6804,6.0729,24.92,29,100,4.12,DZ,1698212919
508,rio gallegos,-51.6226,-69.2181,7.03,49,0,4.12,AR,1698212919
509,ugoofaaru,5.6667,73.0,28.15,74,48,5.04,MV,1698212919
510,iquique,-20.2208,-70.1431,18.02,77,81,1.19,CL,1698212667
511,as sulayyil,20.4607,45.5779,26.14,46,0,5.24,SA,1698212667
512,ayr,55.4627,-4.6339,5.73,100,75,2.06,GB,1698212920
513,nuku'alofa,-21.1333,-175.2,23.19,64,75,6.17,TO,1698212920
514,qamdo,31.1667,97.2333,6.07,27,1,1.64,CN,1698212920
515,karema,-6.8205,30.4389,27.03,58,100,1.67,TZ,1698212920
516,ouro branco,-20.5208,-43.6919,20.79,50,98,1.8,BR,1698212920
517,hengchun,22.0042,120.7439,27.92,67,75,3.49,TW,1698212920
518,sinjai,-5.1241,120.253,32.12,43,69,4.44,ID,1698212920
519,umuarama,-23.7664,-53.325,19.14,93,91,0.78,BR,1698212668
520,embi,48.8264,58.1442,10.51,75,94,9.04,KZ,1698212921
521,bereket,39.2446,55.5154,22.25,51,45,7.05,TM,1698212921
522,angaur state,6.906,134.13,28.91,74,95,4.71,PW,1698212921
523,pokhvistnevo,53.6524,52.1274,-0.42,67,31,6.35,RU,1698212921
524,barrouallie,13.2333,-61.2667,26.38,80,41,1.37,VC,1698212669
525,tutoia,-2.7619,-42.2744,25.75,78,94,5.13,BR,1698212669
526,adre,13.4667,22.2,24.6,23,8,6.1,TD,1698212921
527,tamanrasset,22.785,5.5228,18.95,22,0,3.6,DZ,1698212669
528,kalach-na-donu,48.691,43.5264,8.66,71,99,2.66,RU,1698212922
529,horta,38.5333,-28.6333,20.57,93,93,8.05,PT,1698212922
530,usogorsk,63.4106,48.6872,-0.74,86,18,3.18,RU,1698212670
531,sanctuary point,-35.1114,150.629,22.4,57,55,5.76,AU,1698212922
532,sabang,5.8933,95.3214,27.36,74,100,1.57,ID,1698212922
533,lunsar,8.6833,-12.5333,22.97,98,100,1.62,SL,1698212922
534,hasaki,35.7333,140.8333,21.22,65,100,4.03,JP,1698212922
535,campo gallo,-26.5833,-62.85,17.38,93,100,3.99,AR,1698212922
536,dalandzadgad,43.5708,104.425,13.03,22,19,2.27,MN,1698212922
537,bubaque,11.2833,-15.8333,28.44,76,100,3.63,GW,1698212671
538,sao vicente,-23.9631,-46.3919,27.1,26,100,2.87,BR,1698212923
539,bardai,11.65,7.2333,20.53,22,87,3.45,NG,1698212923
540,egilsstadir,65.2653,-14.3948,-5.05,100,0,0.51,IS,1698212923
541,taoudenni,22.6783,-3.9836,28.57,25,98,4.14,ML,1698212671
542,bengkulu,-3.8004,102.2655,28.13,73,72,5.47,ID,1698212801
543,borgarnes,64.5383,-21.9206,7.03,73,100,3.62,IS,1698212923
544,key largo,25.0865,-80.4473,26.1,69,61,10.21,US,1698212923
545,ouani,-12.1322,44.4258,27.08,79,66,3.92,KM,1698212924
